text,label,standard
Bu güzel ve esâslı vazifeler beni mütâla'at hârîcinde bir dereceye kadar halâs eyledi.,osmanlica,Bu güzel ve önemli görevler beni ders çalışmanın dışında bir dereceye kadar kurtardı.
Vaktiyle ulûm-ı riyaziyeyi pek severdim,osmanlica,Vaktiyle matematik bilimlerini çok severdim.
Hatta Erkân-ı Harbiye sınıfına ayrıldığım zaman bunun içün kısm-ı fenniyi kısm-ı askeriye tercîh eylemişdim.,osmanlica,Hatta Erkân-ı Harbiye sınıfına geçtiğimde bu yüzden fen bölümünü askeri bölüme tercih etmiştim
Rüşdiye ve idadiye sınıflarında geçirdiğim devirler ise edebiyata aşık olmuş bulunduğum zamanlara musadifdir,osmanlica,Rüşdiye ve idadiye sınıflarında geçirdiğim dönemler edebiyata aşık olduğum zamanlara denk gelir.
Gice ve gündüz anın âsârı edebiyesiyle en çokda şerâre ve Âteşpâresini okumakla zaman geçiriyordum,osmanlica,Gündüz ve gece onun edebi eserleriyle özellikle Şerare ve Ateşpare’yi okuyarak zaman geçiriyordum.
Demdemenin Zemzemelere çatışması bizim gibi nev hevesleri ürkütecek yerde bilmem ne için daha ziyâde şevkimizi mûcib oluyordu.,osmanlica,Demdeme’nin Zemzemelerle çatışması bizim gibi yeni heveslileri korkutacağı yerde bilinmez bir şekilde daha çok şevk veriyordu.
Mekteb-i Harbiyenin ilk senelerinde başka bir fikrin başka bir hayatın ardı sıra koşmak lâzım gelmişdi,osmanlica,Harbiye Mektebi’nin ilk yıllarında başka bir düşüncenin ve hayatın peşinden gitmek gerekmişti.
O zamana kadar bana kitab kâinâtın hepsini birden yalnız bir manzûme-yi veya bir gazel bî hemtâ içinde öğretmek isteyen bir vücûd-ı nazenin-i ebediyyet nâmıyla yâd idilen mechûl bir memleketin mechûl köşelerinde gâib olub gitmiş idi,osmanlica,O zamana kadar bana kâinat kitabının tamamını yalnızca eşsiz bir manzume veya gazel içinde öğretmek isteyen ebediyetin zarif varlığı adıyla anılan bilinmeyen bir memleketin bilinmeyen köşelerinde kaybolmuştu.
Sevmekle şair olmak veya şiir söylemekle sevmek isteyen kuklalardan hangisine âid olduğumu hala tefrîk idememişdim,osmanlica,Sevmekle şair olmak mı yoksa şiir söylemekle sevmek mi isteyen kuklalardan hangisine ait olduğumu hâlâ ayırt edememiştim.
Yalnız hakikatin şurasını öğrenebilmiş idim ki mübâde-i fünûn ve ulûmdan meselâ ilk coğrafya sahifeleriyle ilk hendese davalarında küre-i arzın hatt-ı istivâ ve nısf ulnahar dâireleri içinde ve bir ihrâmın mesahasını tayîn iderken res noktası civârında mahbus kalmış olan tecrübesiz bir fikrin idadiye ve rüşdiye mekteblerinde hayat-ı nevcivânîsi ilerüye doğru götürülmek istenilen şübheli bir hayatın en güzel ve en bahtiyâr saatlerini teşkîl ider.,osmanlica,Yalnız şu gerçeği öğrenebilmiştim ki bilimlerin değişimiyle örneğin ilk coğrafya sayfaları ve ilk geometri davalarında dünyanın ekvator ve meridyen daireleri içinde ve bir piramidin yüzeyini hesaplarken referans noktası civarında hapsolmuş tecrübesiz bir düşüncenin idadiye ve rüşdiye okullarında gençlik hayatının ileriye taşınmak istenen şüpheli bir hayatın en güzel ve en mutlu saatlerini oluşturduğudur
Bundan dolayı o mevsimler benim içün de geçmiş zaman olurki hayali cihân değer sözünün işâret eylemek istediği en sevgili ve en latîf zamanlardan sayılurlar,osmanlica,Bu yüzden o dönemler benim için de geçmiş zaman olur ki hayali cihan değer sözünün işaret ettiği en sevgili ve en zarif zamanlar arasında sayılır.
irşâd itmiş olan vâsıtaların en büyüklerinden add edilse sezâdır,osmanlica,Yol gösterici olan araçların en büyüğü olarak kabul edilse yeridir.








.

